Hasil PISA 2015 Brazil dan Italia,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
NEGARA,KLMN,UMUR,PLING,PIBU,PBPK,PORTU,LUARJAM,MMAT,MBHS,MSNS,MOTIF,KOLAB,NILAIKOL,EMO,SOSEKO,MAT,BACA,SAINS
BRA,1,"15,75","-0,5228",2,4,4,25,225,135,180,"-0,5643","-0,2882","0,0333","-0,889","-0,515","321,281","407,432","311,668"
BRA,1,"15,5","-0,5228",4,4,4,8,180,180,120,"0,6611","-0,2882","-0,3","0,3838","-1,3257","352,983","400,234","396,66"
BRA,2,"15,58","-0,5294",4,4,4,37,180,225,270,"-0,9108",-0.NA05,"0,0333","0,5658","-0,0401","462,728","462,713","478,155"
BRA,1,"15,83","-0,5348",1,1,1,47,105,105,70,"-0,2671","-0,2882","1,2787","0,1711","-2,9255","311,619","351,386","314,024"
BRA,2,"16,33","-0,5516",4,2,4,29,360,240,180,"-0,9523","0,6615","0,7421","0,1018","-0,8057","238,737","218,273","219,572"
BRA,1,"15,75","-0,5572",2,0,2,2,200,200,100,"0,8101","-0,2882","-1,039","-1,5692","-1,9579","510,148","516,525","525,037"
BRA,2,16,"-0,5591",4,4,4,16,300,300,100,"0,6611","0,5759","1,4758","-0,3372","-1,1444","364,686","479,835","407,512"
BRA,2,"15,58","-0,5612",2,2,2,46,300,300,150,"-0,2671","-0,2882","0,4713","0,1711","-1,3247","300,226","342,304","427,959"
BRA,2,16,"-0,5651",4,5,5,33,220,275,165,"-0,1756","-0,2882","0,0333","-0,8863","-0,4058","494,657","381,5","564,191"
BRA,2,"16,33","-0,5658",6,6,6,19,135,180,135,"-0,815","-1,4337","0,7516","1,0991","1,168","429,939","348,139","373,227"
BRA,1,"15,42","-0,5705",5,5,5,5,180,180,120,"1,3961","0,9455","-0,3","-1,5266","0,4095","363,55",380.5NA,"362,461"
BRA,1,"15,58","-0,5705",6,2,6,18,240,240,240,"-1,0182","-0,8088","-0,3735","-0,3372","0,3327","324,74","316,692","329,282"
BRA,1,16,"-0,5705",4,4,4,8,250,250,100,"0,0409","-0,2882","0,0333","-0,889","-1,3179","403,557","427,061","366,284"
BRA,2,16,"-0,571",0,1,1,10,0,0,0,"-0,0619",-0.NA05,"-0,4521","-0,889","-2,6137","248,214","324,554","274,59"
BRA,2,"15,75","-0,5727",4,3,4,40,315,315,90,"1,8543","-0,2882","-0,3735","-0,889","0,5839","412,986","523,118","415,145"
BRA,2,"15,5","-0,5727",6,3,6,2,100,150,50,"-0,4849","-0,2882","-0,3","1,0991","0,5161","342,227","295,573","355,537"
BRA,2,"16,25","-0,5727",4,2,4,19,250,250,250,"1,8543","-0,2882","0,0333","-0,889","-0,5853","428,774","477,326","471,719"
BRA,1,"15,75","-0,5727",2,2,2,7,200,200,100,"-0,1163","-0,2882","-0,3","1,0991","-0,6143","398,476","474,555","451,258"
BRA,2,"15,42","-0,5727",1,6,6,22,250,200,150,"-0,2671","-0,4374","0,1309","0,025","-0,9195","373,889","374,461","387,428"
BRA,1,"15,58","-0,5727",4,4,4,12,275,275,330,"1,1359","-0,2882","0,0333","-0,2495","-1,1051","390,298","465,301","477,426"
BRA,2,"15,67","-0,5727",1,0,1,31,350,350,100,"0,5539","-0,2882","0,3821","0,1018","-2,2326","363,134","360,558","402,366"
BRA,1,"15,75","-0,5727",2,1,2,27,225,180,135,"1,8543","2,2879","2,1017","0,1018","-2,3719","416,51","386,936","387,84"
BRA,1,"16,08","-0,5727",0,0,0,12,200,200,120,"0,4485","-0,2882","0,0333","1,0991","-3,3688",261.3NA,"259,057","251,724"
BRA,1,"15,42","-0,5941",4,4,4,7,200,250,400,"-0,3572","-1,3995","0,6378","-1,7904","-0,4514","353,682","441,692","439,277"
BRA,2,"16,08","-0,5956",1,1,1,58,300,300,180,"-0,877","-1,2109","-0,5546","-0,2495","-2,9602","366,148","353,061","301,511"
BRA,1,"16,17","-0,6112",3,6,6,16,250,50,100,"-0,7662","-1,198","-1,2265","-0,3306","0,4764","337,674","386,951","356,488"
BRA,2,"15,5","-0,6123",1,6,6,12,180,270,135,"-0,9425","-0,7876","0,0383","-0,4263","-0,4519","379,3","352,387","381,645"
BRA,1,"16,25","-0,6144",4,4,4,1,250,250,200,"0,6611","0,9675","1,0765","-0,889","-0,9434","462,331","555,108","452,005"
BRA,2,"16,33","-0,616",4,4,4,21,300,400,600,"-0,7106","1,5899","0,1309","1,0991","0,4438","412,605","426,316","423,026"
BRA,2,"16,17","-0,6256",4,0,4,17,180,225,90,"-0,2803","-0,8088","0,0333","0,5658","-1,6237","491,007","475,731","441,122"
BRA,1,"15,5","-0,6327",2,4,4,9,180,180,120,"-0,0413","-0,7876","2,1017","-0,0436","-1,3735","340,165","413,37","387,835"
BRA,2,"16,25","-0,6327",2,1,2,24,200,200,100,"-0,5996","-0,2882","-1,039","-0,889","-1,8258","348,129","450,806","427,062"
BRA,1,"16,17","-0,6347",2,0,2,21,0,0,0,"-0,1108",-0.NA05,"0,0333","0,5658","-1,4626","305,173","421,908","302,634"
BRA,2,16,"-0,635",4,4,4,36,250,250,100,"0,6611","-0,2882","-0,3","-0,889","-0,2886","380,759","491,173","457,536"
BRA,1,16,"-0,64",4,4,4,43,240,320,160,"1,8543","1,164","0,6316","-3,0789","0,2929","308,243",317.NA6,"309,894"
BRA,1,"15,92","-0,6491",4,2,4,5,100,150,150,"-0,4849","-1,2498","-0,9561","-1,4606","-0,932","287,345","281,819","377,221"
BRA,1,"15,58","-0,6656",4,2,4,12,135,135,90,"-0,5996","-0,8088","-0,7799","-1,6136","-0,7919","211,704","393,025","368,169"
BRA,2,"15,5","-0,6732",3,6,6,6,300,300,100,"0,4631","-0,2882","0,0333","1,0991","-0,0512","496,168","494,622","450,233"
BRA,1,"15,42","-0,6732",4,4,4,22,200,200,100,"-0,5996","-0,2882","0,0333","-0,2495","-0,982","386,386","387,747","359,839"
BRA,2,"15,83","-0,7038",2,1,2,15,200,200,100,"0,9399","2,2879","0,8854","-0,889","-2,4551","244,386","290,712","342,504"
BRA,2,"15,75","-0,7058",6,5,6,19,220,220,275,"0,0078","-1,2109","-0,9269","-1,3298","0,6181","491,286","389,675","472,454"
BRA,2,16,"-0,7058",4,4,4,16,100,100,100,"1,8543","0,4252",0.9NA8,"0,5658","-1,2768","390,479","460,099","470,564"
BRA,2,"15,92","-0,7078",6,0,6,10,200,200,0,"-0,1651","-0,2882","0,0333","-0,3306","-0,2243","426,621",401.NA2,"399,129"
BRA,1,"15,5","-0,7078",1,0,1,14,50,50,30,"-0,1651","-0,7876","0,0333","-0,889","-4,6946","315,908","414,224","343,303"
BRA,1,"16,17","-0,7107",4,4,4,22,180,120,120,"-0,3927","-0,2882","0,0333","-1,0115","0,1443","302,345","371,835","282,553"
BRA,1,"16,33","-0,7132",4,4,4,11,150,200,100,"-0,0619","0,1885",0.9NA8,"0,0264","-1,4442","339,677",311.0NA,"338,536"
BRA,2,"15,75","-0,7147",6,5,6,13,180,300,120,"-0,0056","0,0647","0,0333","0,1711","0,6628","378,828","341,092","355,496"
BRA,1,"16,25","-0,7268",4,2,4,45,100,100,150,"0,6611","-0,2882","1,3777","0,5658","-0,9885","289,98","477,127","404,009"
BRA,1,"15,58","-0,7283",1,2,2,14,105,105,70,"-1,4136","-0,2882","-0,5546","0,3821","-1,3277","380,86","272,965","296,586"
BRA,2,"16,17","-0,7445",6,2,6,5,150,150,150,"-1,7095","0,4252","0,3821","1,0991","-0,9583","277,966","218,054","200,5"
BRA,1,"15,67","-0,7465",1,1,1,17,180,180,180,"-0,4982","-0,7876","-0,5542","-0,4263","-2,1671","264,894","316,555","368,541"
BRA,2,"16,25","-0,7521",0,0,0,9,120,180,120,"-0,9854","-1,198","0,5587","-0,4263","-3,4814","409,518","487,642","445,865"
BRA,1,"15,5","-0,7722",1,0,1,19,135,135,0,"-0,5996","-0,9124","0,0333","-0,889","-2,0715","355,354","426,645","371,608"
BRA,1,"15,92","-0,7888",2,0,2,27,200,200,160,"0,6611",-0.NA05,"-0,3","1,0991","-2,0157","224,069","275,3","273,08"
BRA,1,"15,92","-0,7999",2,0,2,19,90,90,180,"0,1111","-1,2109","-1,039","-0,3389","-2,0104","259,117","250,819","259,28"
BRA,2,"15,67","-0,817",6,6,6,9,100,100,100,"0,6611","1,3264","2,1017","-0,889","0,2001","389,719","411,715","404,888"
BRA,1,"15,42","-0,828",5,1,5,8,300,350,150,"0,9399","-1,0245","2,1017","1,0991","-0,9631","333,677","396,753","372,437"
BRA,2,"16,33","-0,8379",2,2,2,4,180,180,90,"-1,1706",-0.NA05,"0,0333","-1,2602","-1,6121","449,326","481,868","418,638"
BRA,2,"15,5","-0,8396",6,6,6,49,120,80,40,"-0,0261","-0,3244","-0,3735","-0,0436",0.5NA4,"372,495","336,263","356,604"
BRA,1,"15,83","-0,8415",4,2,4,10,180,135,225,"1,1359","-0,2882","0,0333","-2,3348","-1,2876","396,24","380,85","378,133"
BRA,1,"15,92","-0,8415",4,2,4,3,200,250,200,"0,4094","-0,2882","0,3895","1,0991","-1,3223","346,936","393,334","417,873"
BRA,1,"15,42","-0,8434",6,6,6,38,180,270,540,"1,8543","1,3264","1,1112","1,0991","0,6477","534,943","603,638","502,871"
BRA,2,"16,25","-0,8434",6,4,6,14,100,150,200,-1.27NA,"-0,2882","2,1017","-1,7562","-0,9484","420,56","423,552","463,809"
BRA,2,"15,83","-0,859",1,1,1,20,240,180,180,"-0,1081","-1,2109","0,0333","1,0991","-2,5148","354,477","421,526","372,922"
BRA,2,"15,83","-0,861",4,4,4,22,100,100,50,"0,2296","0,4252",0.9NA8,"0,1018","-1,5006","443,515","499,948","462,577"
BRA,2,"15,92","-0,8756",6,6,6,9,225,225,135,0.NA99,"0,395","-0,3735","-0,045","1,4189","351,219","377,235","374,102"
BRA,2,16,"-0,8756",1,1,1,43,135,180,90,"-0,3263",-0.NA05,"-0,8356","1,0991","-2,3912","460,842","304,027","407,202"
BRA,1,"15,92","-0,8775",1,1,1,35,200,200,100,"-0,3263",-0.NA05,"-1,039","-0,4263","-2,5569","326,325","356,899","294,225"
BRA,1,"15,83","-0,893",6,4,6,17,200,100,600,"0,6611","2,2879","1,4758","1,0991","0,2635","489,122","665,282","562,734"
BRA,1,"16,33","-0,8968",4,4,4,27,150,150,100,"0,9399","-0,2882","-0,3","-0,889","-0,3796","431,379","554,667","459,219"
BRA,2,"15,92","-0,9294",4,4,4,32,200,200,240,"0,4094","-1,4719","-0,3735","-0,5225","-0,0525","426,337","454,353","488,044"
BRA,2,"16,17","-0,9382",4,3,4,6,100,100,100,"0,469","0,7345","0,5587","1,0991","0,2888","389,922","314,526","419,643"
BRA,1,"15,92","-0,9528",2,2,2,14,100,100,50,"1,3961","1,5899","2,1017","-2,2934","-1,4945","249,23","286,915","306,051"
BRA,1,"16,17","-0,9552",4,4,4,26,150,150,150,"-0,7662","-1,198","-0,3","-0,889","-0,48","496,831","472,931","503,807"
BRA,2,"16,25","-0,9639",1,1,1,70,140,175,140,"-0,1213","-0,4374","0,6732","0,1004","-2,4542","278,734","383,63","299,31"
BRA,1,"16,08","-0,9677",2,4,4,13,300,300,100,"-0,2776","-1,2109","0,0333","1,0991","-0,5457","281,87","336,496",2NA.918
BRA,1,"15,67","-0,985",0,5,5,44,240,240,180,"-0,0495","-0,2882","-1,3255","-0,1676","-0,9129","277,673","307,838","293,035"
BRA,1,16,"-1,0041",2,2,2,5,135,135,90,"0,0078","0,4252","0,0333","-0,3306","-1,6763","259,42","500,538","387,27"
BRA,1,"16,08","-1,0041",2,1,2,18,180,180,270,"-0,4769","0,148","-2,2146","-0,3289","-2,2499","336,792","298,753","399,539"
BRA,2,"15,58","-1,0147",4,2,4,55,480,600,240,"-0,5643",-0.NA05,"-0,8356","-1,6144","-0,2164","355,011","316,027","321,543"
BRA,2,"15,42","-1,0211",4,4,4,10,275,275,0,"-1,1706","-0,7876","0,6732","0,0264","-0,9381","351,298","325,018","350,278"
BRA,2,16,"-1,0263",4,1,4,42,250,250,150,"-0,5643","-0,2882","0,0333","0,0264","-1,6826","341,736","319,444","269,829"
BRA,2,"15,58","-1,031",4,4,4,63,600,600,480,"0,5031","2,2879","2,1017","1,0991","-1,3505","312,454","328,917","356,252"
BRA,2,"15,42","-1,0732",6,6,6,40,0,0,0,"-0,4495","-0,2385","-0,5546","-0,889","0,3934","359,124","350,382","353,2"
BRA,1,16,"-1,0892",1,0,1,19,250,250,200,"0,2861","-1,2109","0,5587","-0,889","-3,2589","222,889","321,667","229,247"
BRA,1,"15,67","-1,0953",4,2,4,13,135,135,90,"0,1609","0,5759","0,3821","0,0264","-0,447","428,361","443,768","447,799"
BRA,2,"15,5","-1,1014",3,3,3,11,165,165,110,"0,1582","0,5759","0,0333","-0,2511","-0,6772","275,585","344,024","356,631"
BRA,1,"15,92","-1,1129",4,4,4,9,100,50,50,"-0,1651",-0.NA05,"-1,3523","0,0264","-0,3381","406,857","448,318",424.8NA
BRA,2,"15,5","-1,1129",1,1,1,25,150,100,150,"-0,2776","1,164","0,3895","0,3838","-0,4889",4NA.91,"596,95","496,192"
BRA,2,"15,92","-1,1129",4,4,4,10,50,50,150,"-0,5969","2,2879","2,1017","1,0991","-1,1968","441,39","380,054","421,699"
BRA,1,"16,08","-1,125",4,4,4,53,90,60,60,"0,3377","0,5759","1,1483","1,0991","-1,0884","238,234","310,883","288,076"
BRA,1,"15,83","-1,1305",1,2,2,24,300,350,100,"-0,8771","0,1885","0,5587","0,0264","-2,3913","340,164","476,743","417,427"
BRA,1,"15,58","-1,1425",4,2,4,10,150,150,150,"1,3961","-0,7876","-0,7799","-0,7498","-0,6191",5NA.03,"608,341","589,318"
BRA,2,"16,33","-1,1444",4,4,4,26,200,200,150,"-0,2803","-0,8088","-0,7799","0,1711","-1,3203","340,211","259,152","316,418"
BRA,1,"15,42","-1,1617",0,0,0,34,750,200,150,"-0,3467","0,6441","2,1017","0,3838","-2,9803","252,054","342,189",254.NA3
BRA,2,"15,67","-1,163",0,2,2,38,200,250,0,"0,1246","-0,2882","0,3895","-0,4263","-1,5119","272,986","243,361","280,182"
BRA,1,"15,67","-1,1661",4,4,4,12,135,135,90,"0,1353","-0,2882","1,2787","-0,0436","-0,4646","334,7","498,774",413.7NA
BRA,1,"15,75","-1,186",1,4,4,7,200,200,100,"-0,2448","-0,2882","0,0333","-0,889","-1,264","322,332","253,334","257,009"
BRA,1,16,"-1,1958",0,0,0,64,180,180,120,"0,4239","1,4116","0,4643","0,1018","-2,7675","380,176","427,865","376,77"
BRA,2,"15,58","-1,2275",4,2,4,25,100,100,100,"-0,1314","2,2879","1,4758","0,1711","-0,8873","532,161","498,593","471,456"
BRA,1,"15,42","-1,2324",3,3,3,23,200,200,150,"1,3961","0,8242","0,0333","-1,2602","-0,5098","460,914","441,241","428,338"
BRA,2,"15,83","-1,2389",4,4,4,14,300,300,150,"0,0543","0,9516","-0,9561","0,025","-1,3426","370,9","322,431","357,76"
BRA,1,"15,92","-1,2707",6,5,6,42,180,180,225,"-0,8133","-0,2882","-1,039","0,0264","0,8557","425,07","554,584","475,713"
BRA,2,"16,25","-1,2707",5,4,5,38,100,200,200,"1,8543","-0,2882","0,0333","-0,889","0,6369","291,119","277,616","321,822"
BRA,1,"16,08","-1,2707",6,6,6,5,120,160,0,"0,8101","2,2879","2,1017","1,0991","0,6151","285,215","384,855","349,275"
BRA,2,"15,83","-1,2707",6,1,6,31,225,225,225,"0,9399","0,4252","0,5587","-0,5246","0,1058","424,644","395,183","355,838"
BRA,1,"15,83","-1,2707",4,4,4,24,200,250,300,"-0,1651",-0.NA05,"-1,3255","0,1018","-0,0317","467,834","355,559","452,133"
BRA,2,"15,67","-1,2707",5,2,5,51,300,300,200,"1,8543","-0,2882","0,0333","0,3821","-0,3804","442,512","439,161","422,255"
BRA,2,"15,92","-1,2707",6,6,6,70,90,90,135,"-0,2803","-1,2109","0,0333","-0,889","-0,5667","407,317","259,108","396,775"
BRA,2,16,"-1,2707",1,2,2,27,270,315,225,"1,1359","2,2879","2,1017","-0,0436","-0,906","340,404","419,031","425,859"
BRA,1,"15,42","-1,2707",4,1,4,9,300,300,100,"-0,1213","-0,2882","0,0333","-0,2495","-1,1395","349,739","319,929","301,033"
BRA,2,"16,25","-1,2707",3,2,3,38,500,500,250,"-0,3619","-1,2786","0,0774","-1,0115","-1,1704","279,919","362,346","355,128"
BRA,2,"15,67","-1,2707",2,4,4,11,200,150,150,"-1,1706","-1,2109","0,0333","-1,3298","-1,1875","426,76","440,674","404,945"
BRA,1,"15,92","-1,2707",2,2,2,5,120,120,360,0.NA99,"-1,8184","-1,6169","-0,8804","-1,3757","328,729","382,184","349,826"
BRA,2,"15,67","-1,2707",2,4,4,0,100,100,50,"-1,471","-1,8245","-1,3255","-1,388","-1,4247","395,001","347,674","323,888"
BRA,2,16,"-1,2707",2,1,2,33,480,480,480,"-0,1651","-0,2882","-1,039","-1,3869","-1,4878","454,923","445,661","422,349"
BRA,1,"15,42","-1,2707",4,1,4,52,80,120,120,"-0,3954","0,5759","-0,3","0,5658","-1,5704","328,416","360,017","354,766"
BRA,2,"15,83","-1,2707",2,4,4,0,250,250,100,0.NA99,"-0,2882","0,0333","0,1004","-1,5824","316,682","239,321","323,186"
BRA,1,"15,42","-1,2707",0,0,0,58,300,300,150,"0,2915","-0,2882","0,0333","0,1018","-1,7741","311,635","348,823","286,49"
BRA,1,"16,25","-1,2707",4,1,4,13,120,180,120,"-0,8771","-1,0775","0,4713","-0,889","-1,8712","428,344","434,984","415,882"
BRA,2,"15,42","-1,2707",2,1,2,20,1200,1200,1200,"-0,1651","-0,2882","0,0333","-0,889","-1,8943","356,147","304,986","333,855"
BRA,2,"16,17","-1,2707",4,1,4,7,480,480,480,"0,6611","1,5899","0,8854","1,0991","-2,0379","348,675","302,28","300,421"
BRA,1,"16,33","-1,2707",2,2,2,8,300,300,120,"-0,5996","-1,2109","0,0333","0,5658","-2,0505","435,078","455,626","400,281"
BRA,1,"15,92","-1,2707",1,2,2,22,160,160,80,"-0,8771",-0.NA05,"0,0333","1,0991","-2,1183","388,436","418,222","374,787"
BRA,2,"15,92","-1,2707",1,1,1,66,220,220,110,"1,8543","0,395","0,891","1,0991","-2,2334","373,55","360,793","393,109"
BRA,1,"15,67","-1,2707",2,1,2,9,135,90,90,"0,6611","-0,2882","0,5587","1,0991","-2,3375","316,4","383,415","358,275"
BRA,1,"15,75","-1,2707",1,1,1,21,75,75,60,"-2,0766","-2,291","-1,4417","-3,0789","-3,04","356,654","463,092","349,676"
BRA,1,"15,67","-1,2707",1,1,1,10,200,200,300,"0,3489",-0.NA05,"-0,3735","-0,889","-3,2409","317,309","439,77","423,856"
BRA,1,"15,5","-1,288",4,0,4,17,200,200,100,"0,6611","0,5759","1,4758","1,0991","-1,4254","372,271","367,113","339,509"
BRA,2,"15,75","-1,3011",1,2,2,27,200,150,200,"0,0078","-0,2882","0,4713","-0,4263","-1,2038","301,154","362,243","368,531"
BRA,2,"16,33","-1,3561",4,6,6,14,150,200,250,"0,5539",-0.NA05,"0,0333","-1,3298","0,2782","390,864","307,304",318.NA8
BRA,1,"15,58","-1,3561",4,4,4,2,120,120,120,"-0,2803","-1,0489","-0,0435","-0,889","-0,6295","358,392","445,185","452,877"
BRA,1,"16,25","-1,3561",2,2,2,50,240,360,240,"-0,6127","-0,2882","-0,3","-0,889","-2,2338","349,443","413,649","347,654"
BRA,2,"16,17","-1,3561",1,0,1,8,135,135,90,"0,3377","2,2879","1,4758","1,0991","-3,0202","335,879",343.8NA,"315,845"
BRA,2,16,"-1,3561",0,0,0,27,180,180,135,"1,8543","-0,2882","-0,3","1,0991","-3,9516","316,037","388,205","441,009"
BRA,2,"15,75","-1,3998",4,4,4,46,150,200,150,"0,4239","2,2879","2,1017","1,0991","-0,0549","343,591","445,736","415,689"
BRA,2,16,"-1,4176",6,4,6,20,75,100,50,"-0,2803","-0,9124","-0,9561","-0,889","-0,6634","314,961","282,901","301,447"
BRA,2,"16,17","-1,487",6,4,6,29,80,160,160,"-0,1651","-1,0775","0,0333","-0,0436","-0,0965","473,281","470,356","443,093"
BRA,1,"16,08","-1,5199",1,0,1,12,180,180,90,"-0,8771","-0,2882","0,0333","1,0991","-2,3722","406,362","373,433","377,487"
BRA,1,"15,67","-1,5525",6,6,6,33,150,120,90,"-0,0137","-0,8088","-0,3","-1,3286","0,0512","288,605","223,252","247,003"
BRA,1,"15,92","-1,5634",6,6,6,38,300,300,200,"0,1246","-0,7876","0,8854","0,3821","0,3756","265,519","278,523","315,637"
BRA,1,"15,67","-1,5634",5,6,6,5,100,100,150,"1,8543","-1,1354","-2,8294","-0,889","-0,102","367,945","455,608","420,456"
BRA,2,"15,67","-1,5996",0,1,1,25,250,250,750,"1,8543",-0.NA05,"-0,651","-2,2556","-2,8023","436,011","474,065","469,366"
BRA,1,"15,75","-1,6553",4,4,4,27,60,30,45,"-0,4954","-0,2882","0,3309","0,5658","-1,0219","358,985","316,963","305,391"
BRA,1,"15,92","-1,661",4,1,4,53,55,110,55,"1,8543","2,2879","1,4758","0,3838",-2.0NA1,"280,865","332,395","393,657"
BRA,1,"15,5","-1,8377",2,4,4,65,400,240,240,"1,3961","0,5759","1,0765","-0,3954","-1,4516","267,808","272,223","286,068"
BRA,1,"16,25","-1,8591",6,6,6,43,180,90,180,"-1,4159","0,0407","0,0333","-0,5246","-0,0154","437,828","484,444","403,272"
BRA,2,"15,75","-2,0129",4,5,5,12,225,225,135,"0,645","-0,3352","-0,0748","0,1711","-1,3031","372,136","259,282","422,381"
BRA,2,"16,33","-2,0548",4,2,4,24,250,250,100,"-0,2803","-1,198","0,0333","-0,889","-1,3218","214,429","235,875","213,384"
BRA,1,"15,42","-2,4776",0,0,0,7,60,60,60,"-0,9233","-0,8088","0,0333","-0,889","-3,2752","385,346","442,787","369,303"
BRA,2,"15,42","-3,3765",4,4,4,9,180,180,120,"0,005","-1,8301","-2,0194","-0,889","-0,0235","348,352","317,915","352,635"
BRA,2,"15,92","-3,3765",2,4,4,13,200,250,100,"-0,4414","-0,8088","-0,2961","0,9675","-0,567","347,258","309,888","333,488"
BRA,2,"15,83","-3,3765",6,2,6,41,150,150,150,"-0,1651","-0,2882","0,0333","-0,889","-0,6083","279,036","315,854","282,759"
BRA,1,"15,67","-3,3765",4,2,4,5,300,300,300,"-0,4495","1,164","0,24","-0,889","-1,5015","306,876","371,507","340,955"
BRA,2,"15,42","-3,3765",4,0,4,23,160,160,120,"0,5652","-1,2363","-1,5159","-1,6525","-1,8428","402,157","519,179","505,948"
BRA,1,"15,5","-3,3765",1,0,1,5,180,180,240,"-0,0495","-0,2882","0,0333","-0,3306","-2,2964","221,428","301,981","322,706"
BRA,1,"15,83","-3,3765",0,1,1,42,200,200,120,"1,8543","0,767","-0,813","1,0991","-2,3743","162,927","257,636","272,411"
BRA,1,16,"-3,3765",0,0,0,0,60,60,30,"-0,9233","-1,4719","-0,6214","-0,3289","-3,4862","185,361","178,325","213,799"
IDN,2,"15,83","0,8948",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,6335","646,811","506,039","609,984"
IDN,1,"15,33","1,2318",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,761","628,071","580,892","617,621"
IDN,1,"15,67","-0,2827",6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,"1,0689","616,798","550,121","558,861"
IDN,2,"15,42","0,5281",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,6434","615,854","566,364","533,756"
IDN,1,16,"0,6206",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,5245","614,877","532,043","542,573"
IDN,2,"15,58","1,039",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4065","614,826","542,36","549,679"
IDN,1,"15,75","-0,1306",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"-3,0409","613,085","610,301","551,988"
IDN,1,"15,67","0,9006",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,205",602.NA2,"508,593","573,402"
IDN,2,"15,67","-0,8419",4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,6431","599,1","452,996","523,98"
IDN,1,"15,5","1,6265",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4717","589,389","545,561","545,725"
IDN,1,"15,83","-0,4358",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"1,195","589,22","507,769","449,819"
IDN,2,"15,5","0,5065",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,5204","585,005","564,127","514,85"
IDN,1,"15,25","-0,7132",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4731","577,439","536,349","502,321"
IDN,1,"16,17","-0,2325",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,3143","576,935","553,503","572,05"
IDN,1,"15,25","0,423",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,4178","574,633","509,231","568,011"
IDN,1,"15,92","-0,485",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7965","570,121","477,932","546,595"
IDN,2,"15,67","-0,5769",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,5386","562,792","542,251","532,504"
IDN,2,"15,58","1,2283",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4282","562,152","565,232","582,51"
IDN,2,"15,75","-1,2324",4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,3028","562,004","457,984","501,511"
IDN,1,"15,58","0,9551",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,3689","557,073","572,845","510,41"
IDN,2,"15,5","-0,5294",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,6823","555,2","524,635","577,618"
IDN,2,"15,58","0,9006",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,183","551,72","542,349","525,153"
IDN,2,"15,58","0,7891",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"0,0846","548,193","544,613","513,561"
IDN,1,"15,75","0,6187",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4706","544,942","525,824","503,935"
IDN,2,"15,75","1,1321",5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"0,1857","543,923","494,398","522,278"
IDN,1,"15,42",99,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,5619","543,045","481,985","537,622"
IDN,2,"15,33","-0,4447",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,3998","542,178","486,044","505,753"
IDN,2,"15,92","0,6439",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,6848","537,595","471,313","485,176"
IDN,1,"15,58","0,2621",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.8NA,"536,276","400,017","517,037"
IDN,2,"15,5","-0,2981",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,9223","534,584","504,146","535,232"
IDN,2,"15,5","-0,0648",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,6642","533,102","475,484","526,584"
IDN,2,"15,67","-0,2325",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,5453","532,92","379,611","527,786"
IDN,2,"15,92","-0,2325",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,616","531,177","373,167","513,615"
IDN,1,"15,92","0,6965",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,1051","530,913","474,458","499,589"
IDN,2,"15,67","0,5683",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9577","529,07","521,77","592,105"
