Hasil PISA 2015 Brazil dan Italia,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
NEGARA,KLMN,UMUR,PLING,PIBU,PBPK,PORTU,LUARJAM,MMAT,MBHS,MSNS,MOTIF,KOLAB,NILAIKOL,EMO,SOSEKO,MAT,BACA,SAINS
BRA,2,"16,33","0,331",4,4,4,5,220,275,110,"0,9399",-0.NA05,"-0,5546","-0,889","-1,8965","420,234","410,477","480,333"
BRA,2,"15,42","0,3089",6,2,6,8,270,360,450,0.NA99,"-2,1435","-1,6685","-1,3298","0,7119","480,485","520,558","505,095"
BRA,2,16,"0,3052",6,3,6,9,180,360,225,"0,8598","1,3264","0,0333","-0,2495","0,4581","648,166","669,236","658,706"
BRA,2,16,"0,2691",3,4,4,34,150,200,100,"-0,4291","0,4252","1,2787","-1,6525","-0,792","506,642","504,442","518,319"
BRA,2,"16,17","0,2684",6,6,6,10,250,250,100,"0,8101","-1,2786","0,6732","0,1018","-0,435","304,758","288,231","313,995"
BRA,1,"16,33","0,2662",4,6,6,11,200,200,100,"0,4239","-0,2882","-0,5546","1,0991","0,4021","455,742","388,834","367,442"
BRA,1,"16,25","0,2662",4,2,4,38,225,180,270,"0,8101","-0,2882",0.9NA8,"1,0991","-1,5843","389,624","467,267","418,779"
BRA,1,"16,08","0,2623",4,4,4,48,150,90,30,"-0,1081","-0,2882","0,3821","-0,0436",-0.NA81,"365,155","417,389","351,01"
BRA,2,"16,33","0,2519",6,6,6,52,180,90,90,"-0,1651","0,4252","0,0333","0,0264","0,8626","589,017","435,259",3NA.318
BRA,1,16,"0,2463",0,0,0,0,200,200,0,"-0,5996",-0.NA05,"0,0333","-1,3869","-2,8005","370,037","430,746","437,888"
BRA,2,"15,75","0,2454",3,4,4,30,200,240,80,"-0,6783","0,5759",0.9NA8,"0,1004","-1,0947","483,889","417,127","392,225"
BRA,2,"15,92","0,2137",0,4,4,11,330,440,165,"0,3872","-0,2882",0.9NA8,"-0,4263","-1,2132","344,525","329,457","355,547"
BRA,2,"16,25","0,2115",4,4,4,16,270,270,135,"0,4239","0,9455","-1,2265","-1,3298","-1,273","465,492","505,527","480,111"
BRA,2,"16,25","0,2054",3,4,4,25,200,200,300,"1,3961","-0,2882","0,3895","0,3838","-0,1571","453,664","538,57","514,455"
BRA,1,"15,67","0,2032",6,6,6,44,270,270,495,"0,1111","1,3264","-0,3735","1,0991","1,7503","442,149","531,564","496,684"
BRA,2,16,"0,2032",6,4,6,27,225,180,180,"0,7921","-0,2882","0,5587","-0,3306","0,5271","313,402","344,591","366,196"
BRA,2,"16,08","0,2032",4,0,4,15,200,200,250,"-0,2211","0,7461","1,0765","-1,388","-0,1057","539,615","617,683","554,853"
BRA,1,"15,58","0,2032",2,2,2,4,165,165,110,"-0,9233","-0,2882","-0,6214","-0,889","-0,57","304,515","410,15","388,384"
BRA,2,"15,42","0,195",1,0,1,6,135,180,135,"-0,5996","-0,2882","0,0333","0,1004","-1,9479","379,605","460,528","407,36"
BRA,2,"16,17","0,1694",2,4,4,4,100,50,50,"0,6611","0,4252",0.9NA8,"-1,3298","-1,5105","428,726",436.7NA,"447,018"
BRA,2,"15,58","0,1686",4,4,4,21,500,500,200,"-0,9951","1,0425","1,4758","0,3838","-1,5841","428,79","494,028","477,692"
BRA,2,"16,08","0,1569",2,0,2,11,225,315,135,"1,1359","0,5759","1,4758","1,0991","-1,6037","382,063",576.1NA,"457,817"
BRA,1,"15,92","0,143",4,4,4,27,135,135,90,"-0,2908","0,6615","1,4758","-0,2495","-1,8257","438,063","445,105","446,712"
BRA,1,"15,83","0,1271",6,4,6,16,360,315,225,"0,8101","1,164","1,4758","-0,4263","0,725","255,527","389,162","364,518"
BRA,1,"16,08","0,1187",0,0,0,12,150,200,150,"-0,9854","-0,8088","-0,8433","-3,0789","-4,8654","448,81","409,272","403,847"
BRA,1,16,"0,1183",4,2,4,11,150,150,500,"1,3961","0,9675","0,4713","-0,2495","-0,9251","590,448","655,751","631,713"
BRA,2,"16,08","0,1113",5,2,5,61,225,180,90,"-0,5996","-1,2363","-1,201","-0,2495","-1,2378","325,742",393.NA,"351,795"
BRA,2,"15,58","0,0819",2,1,2,63,300,200,150,"1,8543","0,7242","0,4822","1,0991","-0,8273","419,064","330,689","367,905"
BRA,2,16,"0,0559",5,6,6,30,250,250,250,0.NA99,"0,7461","2,1017","1,0991","0,5103","542,116","429,083","449,273"
BRA,2,"16,33","0,0352",6,6,6,42,165,0,110,"0,0543","2,2879","2,1017","0,0264","0,5809","463,833","411,778","441,948"
BRA,2,"15,67","0,0352",4,6,6,25,200,150,100,"-0,2803","-0,7876","0,0333","0,1004","0,303","410,582","402,76","408,993"
BRA,1,"16,08","0,0196",5,6,6,10,120,60,60,"-0,8771","-0,618","1,1548","0,0264","0,2188","217,172","371,035","310,072"
BRA,1,"15,75","0,0194",6,6,6,56,180,240,240,"1,8543","-0,2882","0,0333","1,0991","1,074","370,175","407,123","412,268"
BRA,2,"15,92","0,0194",6,6,6,64,240,240,80,"0,1928","-0,2882","-0,1717","-1,3298","1,0329","418,471","421,368","401,089"
BRA,2,"16,33","0,0194",1,6,6,16,225,90,180,"0,3377","-0,2882","-0,6214","-0,889","0,9183","449,942","427,262","455,545"
BRA,1,"16,25","0,0194",4,6,6,12,150,200,100,"-0,1081","-0,8088","0,0333","-0,7498","0,5445","346,411","387,857","403,324"
BRA,2,16,"0,0194",6,5,6,7,300,240,120,"-0,8771","-0,2882","-0,3735","-0,889","0,4776","527,005","629,995","531,066"
BRA,2,"16,25","0,0194",6,4,6,8,250,150,150,"-0,8771","-0,2882","0,0333","-0,889","0,4363","527,931","539,389","498,385"
BRA,2,"15,67","0,0194",5,1,5,53,200,150,200,"0,2168","-1,0245","0,0333","1,0991","0,4142","442,31","437,626","424,758"
BRA,2,"16,17","0,0194",4,4,4,17,165,165,275,"0,4631","0,5759","1,3777","1,0991","0,2858","605,611","520,129",4NA.743
BRA,1,"15,58","0,0194",4,5,5,25,200,300,450,"0,5242","1,3264","0,0383","-1,3298","0,1807","595,544",5NA.804,"613,304"
BRA,2,"15,42","0,0194",2,4,4,26,300,300,150,"-0,5996","-0,2882","0,0333","-0,889","0,0633","413,852","470,375","394,033"
BRA,1,"16,08","0,0194",6,1,6,14,225,90,360,"0,3377",-0.NA05,"-0,5546","0,3838","0,0495","505,7","625,31","556,738"
BRA,1,"16,08","0,0194",6,6,6,9,150,150,100,"0,8598","1,3264","2,1017","1,0991","-0,1649","455,944","568,7",520.9NA
BRA,2,16,"0,0194",6,6,6,15,140,140,70,"-0,7662","-0,2882","0,0333","-1,6144","-0,1699","482,014","425,887","440,055"
BRA,1,"15,83","0,0194",3,2,3,17,200,120,160,"0,1801","0,9455","1,4758","0,1711","-0,2569","421,851","478,191","494,851"
BRA,1,"15,75","0,0194",6,6,6,6,160,120,80,"0,1665",-0.NA05,"0,0333","-0,3306","-0,3448","387,156","400,579","371,224"
BRA,1,"16,08","0,0194",4,6,6,33,240,240,0,"-0,0056","-0,7876","0,0333","-0,0436","-0,3587","373,571","361,342","413,364"
BRA,2,"16,17","0,0194",2,4,4,12,200,200,100,"1,8543",-0.NA05,"-0,5546","0,4662","-0,5655","437,362","477,878","469,579"
BRA,1,"15,67","0,0194",4,2,4,13,200,200,150,"0,1582","-0,2882","0,0333","-0,889","-0,7537","487,281","612,951","502,664"
BRA,1,"15,75","0,0194",6,4,6,10,200,200,300,"0,5242",-0.NA05,"0,0333","1,0991","-0,8073","374,108","403,394","422,644"
BRA,2,16,"0,0194",5,4,5,60,200,200,100,"1,8543","-1,0775","0,3386","0,1018","-0,9229","313,903","413,278","379,512"
BRA,2,"16,33","0,0194",4,4,4,13,200,200,200,"-0,2111","-0,2882","0,0333","0,1004","-1,0817","511,096","537,118","545,833"
BRA,1,16,"0,0194",1,2,2,18,0,0,60,"1,8543","-0,2882","1,2787","1,0991","-1,1215","456,748","429,267","387,201"
BRA,1,"16,33","0,0194",2,2,2,14,200,200,100,"-0,2803","-0,2882","0,0333","-0,2495","-1,1274","342,872","350,518","365,907"
BRA,1,"16,08","0,0194",1,4,4,61,220,220,110,"1,3961","-1,0917","-0,214","-1,1776","-1,4336","301,122","459,169","318,981"
BRA,1,"16,25","0,0194",4,4,4,58,210,180,90,"0,959","-0,5453","-0,7799","-1,8273","-1,6175","473,546","569,874","523,808"
BRA,1,"15,5","0,0194",4,4,4,14,140,140,105,"0,2168","0,8248","0,891","1,0991","-1,7705","381,489","399,278","330,216"
BRA,2,"15,67","0,0194",2,1,2,10,100,100,100,"-0,1756","-0,2882","0,0333","-1,3298","-2,0445","455,952","452,616","461,724"
BRA,2,"16,08","0,0194",0,0,0,63,135,180,135,"0,2168",0.54NA,"0,3386","0,3821","-2,508","456,457","463,073","434,764"
BRA,2,"16,25","0,0194",1,1,1,11,225,225,90,"0,8101",-0.NA05,"-0,3","-1,3869","-2,7934","379,372",4NA.201,"501,77"
BRA,2,"15,92","-0,0009",4,1,4,9,160,200,0,"0,5652","1,3264","2,1017","-0,8995","-1,2834","318,007","354,568","388,145"
BRA,1,"16,08","-0,0112",4,2,4,15,180,180,360,"0,959","1,5899","1,4758","0,1711","-1,7889","395,043","437,374","417,853"
BRA,2,16,"-0,0386",6,6,6,21,250,300,450,"0,1111","-0,2882","0,1309","-0,3306","1,7547","586,919",546.NA4,"572,648"
BRA,1,"16,25","-0,0439",6,6,6,49,250,250,400,"1,8543","2,2879","-1,1722","0,4662","1,2996","555,944","656,091","580,082"
BRA,1,16,"-0,0439",6,4,6,7,180,180,270,"-0,3263","-0,2882","0,0333","-1,3869","-0,3259",5NA.675,"734,344","565,035"
BRA,1,"16,33","-0,0439",1,2,2,9,250,250,0,"1,1359","1,3264",0.9NA8,"1,0991","-1,3605","375,349","579,933","492,447"
BRA,1,"16,08","-0,0439",2,2,2,27,135,180,360,"1,1359","0,8242","-1,2265","-0,889","-1,4008",560.NA5,"659,764",638.7NA
BRA,2,16,"-0,073",6,2,6,23,275,275,165,"0,8598","1,5899","1,0765","1,0991","-0,2449","406,454","541,038","399,72"
BRA,1,16,"-0,0801",3,6,6,26,220,220,220,"-0,6783","-0,2882","0,0333","0,0264","0,8494",436.8NA,"482,429","471,853"
BRA,2,"16,25","-0,0809",6,0,6,2,200,200,100,"-0,8771","-0,2882","-0,3735","1,0991","1,3369","502,799","461,096","495,159"
BRA,2,16,"-0,0809",6,6,6,13,250,250,500,"-0,2803","-0,7876","0,0333","-0,3306","0,9521","580,25","506,268","529,457"
BRA,2,16,"-0,0809",6,3,6,9,200,150,200,"-0,5996",-0.NA05,"-1,039","-1,9901","0,4881","554,983","566,414","603,617"
BRA,2,"15,67","-0,0809",5,6,6,16,100,100,300,"-0,2315","0,5759","0,4713","1,0991","-0,0704","585,189","609,691","550,544"
BRA,2,"16,08","-0,0809",4,0,4,70,200,200,300,"1,8543","0,3299","-0,4856","0,3838","-0,3693","346,953","461,346","432,916"
BRA,1,16,"-0,0809",6,1,6,11,270,270,225,"-0,6783","-1,4225","-0,0748","-1,6532","-0,6198","442,689","392,802","330,895"
BRA,2,"15,58","-0,0809",4,4,4,10,150,200,300,"0,6611","-0,2882","0,4713","0,1711","-0,6833","479,68","499,083","514,091"
BRA,1,"15,58","-0,0809",4,4,4,12,160,120,120,"0,6611","0,8242","2,1017","1,0991","-0,739","396,747","463,938","489,547"
BRA,2,"16,17","-0,0809",4,4,4,20,150,100,100,"-0,8313","-0,2882",0.9NA8,"-0,3306","-0,7659","404,614","446,748","395,251"
BRA,2,"15,5","-0,0809",1,4,4,23,135,135,135,"-0,8771","-0,2882","0,4713","-0,889",-0.7NA6,"298,478","398,557","319,171"
BRA,1,"16,17","-0,0809",4,4,4,9,120,120,90,"-0,7132","-0,3954","-0,3","-0,889","-0,8477","478,226","526,928","425,291"
BRA,1,"16,33","-0,0809",4,1,4,12,250,250,100,"-0,5643","-0,3266","-0,3735","-0,889",-0.93NA,"433,725","413,248","379,084"
BRA,1,"15,67","-0,0809",4,1,4,11,200,200,200,"0,6611","-0,6455","-0,6214","0,1018","-1,0605","504,378","744,547","623,377"
BRA,1,"16,25","-0,0809",4,4,4,18,250,200,200,"0,0437","-0,2882","-1,039","1,0991","-1,1606","428,335","531,632","434,766"
BRA,1,"15,67","-0,0809",2,4,4,7,200,250,100,"-0,2908","0,5759","0,5587","0,4662","-1,2537","418,763","529,029","484,4"
BRA,1,"15,42","-0,0809",4,4,4,16,100,100,50,"-0,3822","-1,198","-0,3","-1,5266","-1,3215","338,023","313,933","359,955"
BRA,2,"16,25","-0,0809",4,2,4,12,180,180,180,"-1,1296","-0,2882","-0,5546","-0,3306","-1,5229","493,514","482,864","513,071"
BRA,1,"16,17","-0,0809",2,2,2,17,180,135,135,"-0,2803","-0,2882","0,4713","0,0264","-1,8922","280,364","371,023","400,71"
BRA,1,"15,5","-0,0809",1,2,2,13,270,135,135,"-0,0145","-1,198","0,0333","-0,2955","-2,2065","336,747","413,259","363,995"
BRA,2,"15,83","-0,1057",6,6,6,4,120,160,120,"-0,2803","-0,7876","0,0333","-0,889","-0,8549","251,931","386,584","314,925"
BRA,1,"15,83","-0,1205",4,2,4,1,275,275,165,"0,1801","0,148","0,5587","0,3838","-0,8078","395,021","455,028","407,037"
BRA,2,"16,08","-0,1243",4,4,4,51,250,200,100,"0,592","-0,2882","-0,5546","-1,3298","-0,29","451,199","412,781","386,147"
BRA,1,16,"-0,1301",2,1,2,6,210,70,175,"-0,1756","0,6615","0,9305","-0,4244","-2,3624","272,9","327,457","339,114"
BRA,2,"16,17","-0,1306",6,6,6,24,200,100,200,"-0,2776","0,9675","2,1017","1,0991","1,0108","560,127","631,476","578,495"
BRA,2,"16,08","-0,1306",4,6,6,40,250,200,300,"0,6611","1,164","0,891","1,0991","0,7342","406,124","481,09","447,11"
BRA,2,"15,75","-0,1306",4,6,6,41,200,200,100,"0,5539","2,2879","-0,2961","1,0991","0,7149","389,756","486,378","535,123"
BRA,1,"16,25","-0,1306",4,4,4,10,180,180,135,"0,075","-0,2882","-0,3","1,0991","-0,9442","361,481","387,968","359,388"
BRA,2,"15,92","-0,1306",2,4,4,28,200,200,300,"0,4631","0,5759",0.9NA8,"1,0991",-0.NA49,"471,362","539,822","519,819"
BRA,1,"15,67","-0,1306",1,4,4,5,275,275,220,"0,5775","-0,2882","0,3895","1,0991","-1,3124","370,618","463,433","399,49"
BRA,1,"16,25","-0,1306",0,1,1,14,200,200,100,"0,3377",-0.NA05,"1,0765","0,0264","-1,5757","285,698","482,364","445,887"
BRA,1,"15,92","-0,1306",1,1,1,12,300,300,100,"1,1359","0,9675","2,1017","1,0991","-2,1728","373,328","354,699","388,684"
BRA,1,"16,25","-0,1306",1,1,1,22,220,220,330,"1,3961","0,9455","1,1548","-0,889","-2,5414","427,352","509,968","455,799"
BRA,1,"16,25","-0,1323",4,4,4,18,300,300,100,"0,5387","-0,7876","1,4758","-0,0436","-0,588","365,98","325,41","300,766"
BRA,1,"15,83","-0,1323",4,4,4,8,180,180,270,"-0,1081","-0,2882","-0,5546","-0,3306","-1,5418","395,363","480,458",433.4NA
BRA,2,"15,42","-0,1508",4,4,4,5,200,250,250,"-0,4495","0,5759","1,1548","1,0991","-0,4907","540,875",479.NA3,"546,56"
BRA,2,"15,83","-0,1677",4,4,4,68,120,180,120,"-0,0958","0,8242","-1,4959","-0,889","-0,3557","315,545","421,076","373,419"
BRA,1,"15,42","-0,1677",3,3,3,17,135,135,90,"0,075","-0,2882","-0,3735","-1,3869","-1,6169","434,154","446,936","399,98"
BRA,1,"15,67","-0,1702",2,4,4,31,500,450,450,"0,0409","-0,2882","0,0333","-0,889",-1.2NA8,"289,496","399,496","329,915"
BRA,1,"15,58","-0,1826",2,3,3,62,280,280,240,"1,1359","-0,2882","0,0333","1,0991","-0,2026","358,352","342,99","332,953"
BRA,2,"15,58","-0,1826",4,1,4,10,150,100,300,"-0,0546","-0,3954","0,748","-0,889","-1,1449","479,687","469,147","483,227"
BRA,1,"16,25","-0,1826",1,1,1,10,200,200,100,"0,6611","0,5759","1,2787","1,0991",-2.1NA4,"401,036","364,265","369,248"
BRA,1,"15,83","-0,1826",1,0,1,21,160,120,80,"0,2168","-0,2882","0,0333","-2,4329","-2,2987","270,426","326,237","352,823"
BRA,2,"16,08","-0,2244",4,4,4,13,160,120,80,"1,8543","1,3264","2,1017","1,0991","-0,1107","280,366","292,108","376,034"
BRA,2,"15,67","-0,2259",4,4,4,24,250,250,150,"-0,5996","0,148","-0,3735","-0,3306","-0,3577","374,409","472,253","379,488"
BRA,2,"15,67","-0,2321",6,6,6,63,225,225,540,"1,8543","0,3792","-0,5514","1,0991","1,027","539,101","604,215","553,911"
BRA,2,"16,17","-0,2325",6,4,6,12,225,225,180,"-0,0852","-0,2882","0,9305","1,0991","1,0218","461,431","573,078","449,894"
BRA,1,"16,33","-0,2325",6,6,6,7,300,360,480,"0,3377","0,395","-0,9826","1,0991","0,7941","548,677","551,01","538,757"
BRA,1,"15,67","-0,2325",6,6,6,8,350,350,350,"0,3377","1,5899","0,5587","1,0991","0,7702","519,541","566,416","570,362"
BRA,2,"15,5","-0,2325",4,5,5,10,100,100,100,"-0,6458","-0,2882","0,7421","-0,0137","0,2005","406,695","340,91","383,074"
BRA,2,"16,33","-0,2325",2,6,6,27,250,200,150,"-0,0056",-0.NA05,"0,0333","-0,4244","0,1617","330,281","292,729","344,175"
BRA,2,"16,25","-0,2325",4,4,4,4,180,225,135,"-0,3467","2,2879","1,1548","1,0991","-0,0783","464,504","523,485","452,882"
BRA,1,"16,08","-0,2325",4,6,6,12,225,225,135,"-0,5996","-0,2882","-0,3","0,0264","-0,0903","402,18","464,494","453,845"
BRA,1,"15,5","-0,2325",4,4,4,10,200,200,150,"-0,4495","-0,618",0.9NA8,"0,5658","-0,2847","561,142","613,373","592,836"
BRA,1,"16,17","-0,2325",2,4,4,6,200,200,350,"0,8748","-0,2882","0,0333","0,0264","-0,7312","627,253","670,742","601,35"
BRA,2,"16,33","-0,2325",4,2,4,7,250,250,100,"-0,0056","-0,2882","1,1483","0,0264","-1,3024","548,716","564,275","508,458"
BRA,1,"15,42","-0,2325",2,4,4,28,40,40,200,"-0,4849","-0,2882","0,0333","-0,889","-1,4622","252,527","332,75","300,799"
BRA,1,"15,92","-0,2325",2,1,2,12,110,110,165,"0,2168","-0,2882","1,2787","0,1018","-1,5778","482,992","524,884","487,733"
BRA,2,"15,58","-0,2325",2,0,2,17,180,180,0,"0,5242","-1,8184","0,0333","0,1004","-2,1771","399,354","468,421","447,567"
BRA,1,"16,33","-0,2325",0,0,0,5,160,200,80,"-0,8771",-0.NA05,"-0,3735","0,3838","-4,0138","386,717","422,288","328,296"
BRA,1,"15,58","-0,2342",6,4,6,11,480,480,480,"0,2064","-1,1341","2,1017","-1,2057","0,5464","270,841","374,595","290,666"
BRA,1,"16,08","-0,2342",6,4,6,5,180,180,270,"0,5539","-0,7876","-1,1459","-0,4244","0,5104","464,849","468,254","365,126"
BRA,2,16,"-0,2342",5,5,5,21,250,250,100,"0,8101","1,164","0,24","1,0991","0,1471","302,228","461,33","430,189"
BRA,1,"15,5","-0,2342",6,6,6,13,250,250,100,"-0,2803",-0.NA05,"0,0333","1,0991","-0,3702","351,29","389,538","305,465"
BRA,1,"16,17","-0,2342",2,5,5,8,135,90,180,"0,2433","0,9675","1,4758","0,3838","-0,4738","471,767","466,808","505,349"
BRA,1,"15,83","-0,2342",3,1,3,6,250,250,100,"0,4748","1,3264","2,1017","1,0991","-0,5076","365,193","449,285","460,924"
BRA,1,"16,17","-0,2342",6,6,6,24,30,40,20,"-0,3263","-0,8088","-0,3","-0,889","-0,5817","357,169","416,876","362,768"
BRA,2,"15,42","-0,2342",4,4,4,65,90,90,180,"0,2937","0,5759","1,2787","1,0991",-0.7NA6,"248,853","515,138","398,7"
BRA,1,"15,75","-0,2342",2,2,2,8,200,250,150,"-0,2803","-0,2882","-0,3735","-0,889","-1,0191","319,498","442,35","348,213"
BRA,1,"16,33","-0,2342",4,4,4,10,300,300,150,"-0,8771","-0,7876","0,0333","-0,3306","-1,0709","367,219","452,127","411,11"
BRA,1,"15,83","-0,2342",4,4,4,10,250,250,250,"-0,5643","-0,8088","0,0333","-0,889","-1,1992","421,124","449,629","416,815"
BRA,2,"15,5","-0,2342",2,2,2,11,240,240,240,"-0,4363","-0,2882","0,0383","1,0991","-1,2149","422,786","516,212","513,346"
BRA,2,"15,67","-0,2342",1,1,1,22,200,200,200,"-0,2803","-0,2882","0,891","-1,5692","-1,924","329,18","377,434","352,529"
BRA,2,"16,33","-0,2348",6,6,6,3,150,200,100,"0,0437","1,0425","-0,6806","-0,2495","0,5947","536,043","396,761","476,359"
BRA,1,"15,5","-0,2348",4,4,4,11,240,180,120,"-0,2908","-0,2882","0,6732","1,0991","0,1371","353,094","495,772","459,553"
BRA,1,16,"-0,2424",1,5,5,12,250,250,150,"-0,3444","-1,372","-0,214","-1,8864","-0,1783","300,859","225,713","284,461"
BRA,1,"15,42","-0,2685",4,6,6,6,120,120,180,"-0,7662",-0.NA05,"-0,6214","-0,2511","-0,738","389,695","444,99","405,965"
BRA,2,"15,5","-0,2702",2,2,2,33,250,250,100,"0,6611","0,5759","2,1017","1,0991","-1,6658","371,748","356,69","367,401"
BRA,1,"16,17","-0,2844",6,4,6,4,250,250,300,"-0,8771","-0,7876","0,0333","-0,889","-0,4138","353,412","504,535","433,844"
BRA,2,"15,42","-0,2844",2,1,2,21,250,250,100,"0,1218","-0,2882","0,2944","0,3838","-1,989","339,249","356,528","346,779"
BRA,2,"15,58","-0,2844",1,1,1,6,120,160,0,"-1,282","-0,2882","-0,3","1,0991","-2,8551","385,603","377,067","431,26"
BRA,1,"15,58","-0,2934",0,5,5,21,250,250,150,"1,3961","-0,2882",-0.92NA,"1,0991",-0.87NA,"407,413","418,212","412,693"
BRA,1,"16,33","-0,2988",4,4,4,22,180,180,180,"1,3961","-0,2882","0,3895","0,3838","-0,9242","444,409","502,873","442,754"
BRA,2,"15,42","-0,3227",4,4,4,35,150,200,150,"-0,2803","-0,2882","0,0333","-0,889","-1,6126","405,336","334,32","399,749"
BRA,1,"15,75","-0,3348",2,6,6,21,250,200,450,"0,0543","-0,2882","-1,0965","-0,2495","1,4745","452,292","478,509","463,032"
BRA,2,"16,33","-0,3348",6,6,6,10,240,240,240,"0,5242","0,8126","0,891","-1,3286","-1,342","260,959","236,605","280,231"
BRA,1,"15,83","-0,3348",4,1,4,25,275,275,110,"-0,8771","-0,2882","0,0333","-0,889","-1,4095","361,634","518,457","456,787"
BRA,1,"16,08","-0,3348",2,0,2,4,240,300,300,"-0,1651","-0,7876","-0,6956","-1,6136","-1,572","329,66","405,107","387,556"
BRA,1,"16,17","-0,3371",4,2,4,14,100,100,100,"-0,3954","-0,2882","0,0333","0,3838","-0,9413","365,133","463,489","430,257"
BRA,2,"16,25","-0,3405",2,2,2,18,80,80,80,"0,0437",-0.NA05,"-0,8399","-0,889","-1,9539","340,626","359,958","362,037"
BRA,1,"16,17","-0,3575",1,1,1,13,180,180,135,"0,0609","-0,6455","0,5522","0,1018","-2,6639","310,39","421,616","367,751"
BRA,1,"15,67","-0,3624",4,0,4,7,300,250,100,"-0,2803","-0,2882","0,0333","-0,889","-0,3006","232,177","331,946","314,342"
BRA,2,16,"-0,3722",6,4,6,3,90,90,45,"-0,5996","0,5759","1,0765","1,0991","-1,0985","234,142","303,622","336,606"
BRA,1,"15,92","-0,3847",6,6,6,25,250,100,150,"-0,8771","-0,9124","0,0333","-0,2511","1,3461","452,806","480,513","480,424"
BRA,2,"16,08","-0,385",0,1,1,8,200,250,150,"-0,736","0,8126","0,6828","0,3821","-2,4723","307,228","442,925","369,687"
BRA,2,"15,58","-0,3864",6,4,6,11,270,270,180,"0,0543",-0.NA05,"-0,7799","-0,889","0,6018","542,629","453,219","570,184"
BRA,2,"16,08","-0,3864",6,4,6,8,250,250,100,"0,8101","-0,2882","-0,8356","-0,4263","0,5849","420,175","515,672","438,131"
BRA,2,"15,83","-0,3864",4,1,4,10,480,360,420,"-0,5996","-0,7876","0,0333","-1,6136","-0,1665","542,079","581,615","586,154"
BRA,2,"15,83","-0,3864",6,1,6,8,300,300,180,"0,075","-1,198","-1,5906","-1,6136","-0,5839","478,805","407,029","452,039"
BRA,2,"15,5","-0,3864",6,6,6,17,120,180,360,"1,1359",-0.NA05,"2,1017","-0,889","-0,8518","474,312","499,052","536,373"
BRA,1,"15,92","-0,3864",4,4,4,12,200,150,150,"0,9399","-0,4374",0.9NA8,"0,3838","-0,9361","456,993","449,837","455,171"
BRA,1,"15,92","-0,3864",4,4,4,12,405,450,315,"-0,3954","-0,8088","0,5587","-0,4263","-1,1871","425,215","346,762","422,91"
BRA,1,"16,25","-0,3864",4,4,4,8,0,0,0,"-0,1268","0,395","1,2787","0,1711","-1,1991","417,049","464,542","366,777"
BRA,1,"15,42","-0,3864",4,0,4,10,120,120,80,"0,3377","-0,2882","-1,3255","0,1018","-1,4816","384,732","459,066","427,262"
BRA,1,"15,42","-0,3864",4,1,4,7,200,250,150,"1,1359","0,5759","-0,5546","0,3838","-1,5035","385,822","438,848","411,316"
BRA,1,"15,67","-0,3864",2,4,4,11,240,240,120,"-0,4954","1,0425","2,1017","0,1018","-1,7192","332,537","453,927","459,396"
BRA,2,"15,75","-0,3864",1,1,1,21,135,135,90,"0,9399","0,5759","1,1483","0,1711","-2,5356","357,377","325,862","351,721"
BRA,1,"15,42","-0,4218",1,4,4,13,150,150,100,"0,005","-0,7876","0,0333","-1,2602","-1,2888","425,606","449,435","440,098"
BRA,1,"15,75","-0,424",2,2,2,5,300,300,100,"-0,5996","-0,2882","0,0333","-0,889","-1,9304","474,555","513,087","459,583"
BRA,2,"15,75","-0,424",1,1,1,11,135,135,90,"-0,9207","-0,7876","-0,4856","-1,1217","-2,6871","382,604","378,395","462,665"
BRA,2,"15,5","-0,424",1,1,1,17,220,220,110,"0,3872","-0,2882","-0,3735","1,0991","-2,7164","276,486","266,645","307,965"
BRA,2,"15,83","-0,4257",2,2,2,5,200,200,200,"0,3377","2,2879","2,1017","1,0991","-1,5312","373,989","423,376","446,903"
BRA,1,"15,75","-0,4257",4,4,4,56,90,90,45,"1,8543","-1,198","0,0333","1,0991","-1,799","262,651","320,72","322,166"
BRA,1,"16,08","-0,4284",1,1,1,62,120,120,60,"0,0078","0,3177","-0,7799","0,3838","-2,9341","285,024","295,138","288,911"
BRA,2,"16,25","-0,4386",2,2,2,4,200,200,100,"0,8101","1,3264","2,1017","-0,889","-1,2776","424,877","545,703","508,153"
BRA,2,"16,33","-0,4866",4,4,4,9,150,0,0,"-0,8771","-0,2882","0,0333","-0,889","-0,8251","374,259","411,441","409,713"
BRA,2,"15,5","-0,4866",4,1,4,10,225,180,135,"-0,1651","-0,8088",-1.8NA3,"-0,2495","-1,4848","495,6","543,439","457,062"
BRA,1,"16,25","-0,4866",0,1,1,4,150,100,0,"-0,8771","-0,8088","-0,5542","0,1018",-1.6NA,"403,085","371,653","383,437"
BRA,1,"15,42","-0,4866",0,0,0,4,0,0,0,"0,3377",-0.NA05,"0,0333","0,0264",-2.04NA,"299,945","368,15","371,805"
BRA,2,"15,92","-0,4866",0,0,0,18,160,160,160,"0,5652","0,2835","0,3892","-0,889","-3,4757","309,287","418,545","285,686"
BRA,1,"16,17","-0,4991",4,4,4,9,0,0,0,"0,2296","0,6615","0,5587","1,0991","-0,6657","284,41","339,967","382,148"
BRA,1,"15,83","-0,5064",4,4,4,5,160,160,160,"-0,6458","-1,3491","-1,0112","0,1018","-0,8534","289,695","301,016","340,201"
